epoch,precision,recall,f_measure,accuracy
99,0.8049040511727079,0.8426339285714286,0.8233369683751364,0.7975
100,0.8102508178844057,0.8292410714285714,0.8196359624931053,0.795625
101,0.8112798264642083,0.8348214285714286,0.8228822882288228,0.79875
102,0.8117647058823529,0.8470982142857143,0.8290551611141453,0.804375
103,0.8155021834061136,0.8337053571428571,0.8245033112582782,0.80125
104,0.8082788671023965,0.828125,0.8180815876515986,0.79375
105,0.81445523193096,0.8426339285714286,0.8283049917718047,0.804375
106,0.8154180238870793,0.8381696428571429,0.8266373142542653,0.803125
107,0.7993630573248408,0.8404017857142857,0.8193688792165397,0.7925
108,0.8125677139761647,0.8370535714285714,0.8246289169873557,0.800625
109,0.8118279569892473,0.8426339285714286,0.8269441401971522,0.8025
110,0.8091684434968017,0.8470982142857143,0.8276990185387132,0.8025
111,0.8153005464480875,0.8325892857142857,0.8238542241855329,0.800625
112,0.8038379530916845,0.8415178571428571,0.8222464558342422,0.79625
113,0.8102893890675241,0.84375,0.8266812465828323,0.801875
114,0.8055853920515574,0.8370535714285714,0.8210180623973727,0.795625
115,0.8108108108108109,0.8370535714285714,0.8237232289950578,0.799375
116,0.8085561497326204,0.84375,0.825778263244129,0.800625
117,0.8084415584415584,0.8337053571428571,0.8208791208791208,0.79625
118,0.81445523193096,0.8426339285714286,0.8283049917718047,0.804375
119,0.8068669527896996,0.8392857142857143,0.8227571115973742,0.7975
120,0.7991587802313355,0.8482142857142857,0.8229561451001624,0.795625
121,0.8083700440528634,0.8191964285714286,0.8137472283813747,0.79
122,0.8135048231511254,0.8470982142857143,0.8299617277200656,0.805625
123,0.8040904198062433,0.8337053571428571,0.8186301369863015,0.793125
124,0.8167028199566161,0.8404017857142857,0.8283828382838284,0.805
125,0.8233995584988962,0.8325892857142857,0.8279689234184241,0.80625
126,0.8074866310160428,0.8426339285714286,0.8246859639541235,0.799375
127,0.8006329113924051,0.8470982142857143,0.8232104121475055,0.79625
128,0.8166849615806806,0.8303571428571429,0.823464305478694,0.800625
129,0.8069620253164557,0.8537946428571429,0.8297180043383947,0.80375
130,0.8153005464480875,0.8325892857142857,0.8238542241855329,0.800625
131,0.8099260823653643,0.8560267857142857,0.8323385784047749,0.806875
132,0.8131041890440387,0.8448660714285714,0.8286808976464148,0.804375
133,0.80406852248394,0.8381696428571429,0.8207650273224044,0.795
134,0.8046958377801494,0.8415178571428571,0.8226950354609929,0.796875
135,0.8063829787234043,0.8459821428571429,0.8257080610021786,0.8
136,0.8106382978723404,0.8504464285714286,0.8300653594771242,0.805
137,0.8165038002171553,0.8392857142857143,0.8277380297193176,0.804375
138,0.805111821086262,0.84375,0.8239782016348774,0.798125
139,0.8205689277899344,0.8370535714285714,0.8287292817679558,0.80625
